title,theme,year,shp_zip,geojson,csv,kml,rest,landing
Siniestros de tránsito - Región de Valparaíso - 2020,Siniestros transito region multianual,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8400130d28e64980b5304926de9a91b2/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8400130d28e64980b5304926de9a91b2/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8400130d28e64980b5304926de9a91b2/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8400130d28e64980b5304926de9a91b2/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Valpo2020_agrupado/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/8400130d28e64980b5304926de9a91b2_0
Siniestros de tránsito - Región de Valparaíso - 2016,Siniestros transito region multianual,2016,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1179a2e6385c406397b174957cf3a53e/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1179a2e6385c406397b174957cf3a53e/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1179a2e6385c406397b174957cf3a53e/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1179a2e6385c406397b174957cf3a53e/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/SiniestrosValpo2016_agrupado/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/1179a2e6385c406397b174957cf3a53e_0
Siniestros de tránsito - Región del Biobío - 2015,Siniestros transito region multianual,2015,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5539cd2bdfbb45e3972aee4a331fbbe9/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5539cd2bdfbb45e3972aee4a331fbbe9/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5539cd2bdfbb45e3972aee4a331fbbe9/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5539cd2bdfbb45e3972aee4a331fbbe9/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/SiniestrosBiobio2015_agrupado/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/5539cd2bdfbb45e3972aee4a331fbbe9_0
Siniestros de tránsito - Región de Valparaíso - 2015,Siniestros transito region multianual,2015,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3489bc66f1dd477696b8ce43c8aa8699/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3489bc66f1dd477696b8ce43c8aa8699/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3489bc66f1dd477696b8ce43c8aa8699/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3489bc66f1dd477696b8ce43c8aa8699/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/SiniestrosValpo2015_agrupado/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/3489bc66f1dd477696b8ce43c8aa8699_0
Siniestros de tránsito - Región del Biobío - 2016,Siniestros transito region multianual,2016,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/eccf503e6b934ca987f1ea2cd1db4ee3/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/eccf503e6b934ca987f1ea2cd1db4ee3/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/eccf503e6b934ca987f1ea2cd1db4ee3/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/eccf503e6b934ca987f1ea2cd1db4ee3/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/SiniestrosBiobio2016_agrupado/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/eccf503e6b934ca987f1ea2cd1db4ee3_0
2020 - Araucania - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/867612389baa4aa3969469208d0e72b1/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/867612389baa4aa3969469208d0e72b1/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/867612389baa4aa3969469208d0e72b1/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/867612389baa4aa3969469208d0e72b1/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Araucania2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/867612389baa4aa3969469208d0e72b1_0
2020 - Aysén del General Carlos Ibáñez del Campo - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/371dcb4a4dd84adcb99804f83a7ba6c6/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/371dcb4a4dd84adcb99804f83a7ba6c6/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/371dcb4a4dd84adcb99804f83a7ba6c6/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/371dcb4a4dd84adcb99804f83a7ba6c6/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Aysen2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/371dcb4a4dd84adcb99804f83a7ba6c6_0
2020 - Los Lagos - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c2c9de6b3bcb423a9a69adc875c628c4/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c2c9de6b3bcb423a9a69adc875c628c4/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c2c9de6b3bcb423a9a69adc875c628c4/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c2c9de6b3bcb423a9a69adc875c628c4/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_LosLagos2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/c2c9de6b3bcb423a9a69adc875c628c4_0
2020 - Libertador Bernardo O'Higgins - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/957560ece9644e59bba278b786abfd56/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/957560ece9644e59bba278b786abfd56/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/957560ece9644e59bba278b786abfd56/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/957560ece9644e59bba278b786abfd56/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_LiberBO2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/957560ece9644e59bba278b786abfd56_0
2020 - Los Ríos - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5d20b84dda57449bac75e7860f0008c9/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5d20b84dda57449bac75e7860f0008c9/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5d20b84dda57449bac75e7860f0008c9/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5d20b84dda57449bac75e7860f0008c9/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_LosRios2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/5d20b84dda57449bac75e7860f0008c9_0
2020 - Magallanes y la Antartica Chilena - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5736d4cce0e24f39be8c2e17b0573577/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5736d4cce0e24f39be8c2e17b0573577/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5736d4cce0e24f39be8c2e17b0573577/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5736d4cce0e24f39be8c2e17b0573577/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Magallanes2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/5736d4cce0e24f39be8c2e17b0573577_0
2020 - Maule - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/34f75500315a4a59a816fb468178c093/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/34f75500315a4a59a816fb468178c093/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/34f75500315a4a59a816fb468178c093/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/34f75500315a4a59a816fb468178c093/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Maule2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/34f75500315a4a59a816fb468178c093_0
2020 - Antofagasta - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5169f61c547e4be9acbc8c4a7b778821/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5169f61c547e4be9acbc8c4a7b778821/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5169f61c547e4be9acbc8c4a7b778821/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/5169f61c547e4be9acbc8c4a7b778821/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoAntofagasta2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/5169f61c547e4be9acbc8c4a7b778821_0
2020 - Arica y Parinacota - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/74a0531e635d459aac4238289ec21fdd/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/74a0531e635d459aac4238289ec21fdd/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/74a0531e635d459aac4238289ec21fdd/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/74a0531e635d459aac4238289ec21fdd/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoAricaParinacota2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/74a0531e635d459aac4238289ec21fdd_0
2020 - Atacama - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/77e5416a57a54a749e41fda5c2d4ae33/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/77e5416a57a54a749e41fda5c2d4ae33/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/77e5416a57a54a749e41fda5c2d4ae33/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/77e5416a57a54a749e41fda5c2d4ae33/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoAtacama2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/77e5416a57a54a749e41fda5c2d4ae33_0
2018 - Atacama - Siniestros Individuales,Siniestros individuales,2018,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d1b31e936dde4cc8ab9608cd584065b4/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d1b31e936dde4cc8ab9608cd584065b4/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d1b31e936dde4cc8ab9608cd584065b4/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d1b31e936dde4cc8ab9608cd584065b4/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoAtacama2018/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/d1b31e936dde4cc8ab9608cd584065b4_0
2020 - Coquimbo - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ae31e2e2ad814089b31f65f21210cab4/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ae31e2e2ad814089b31f65f21210cab4/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ae31e2e2ad814089b31f65f21210cab4/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ae31e2e2ad814089b31f65f21210cab4/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoCoquimbo2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/ae31e2e2ad814089b31f65f21210cab4_0
2018 - Coquimbo - Siniestros Individuales,Siniestros individuales,2018,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/4fc0427c6b5546f79a8decacd80d7f97/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/4fc0427c6b5546f79a8decacd80d7f97/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/4fc0427c6b5546f79a8decacd80d7f97/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/4fc0427c6b5546f79a8decacd80d7f97/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoCoquimbo2018/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/4fc0427c6b5546f79a8decacd80d7f97_0
2018 - Los Lagos - Siniestros Individuales,Siniestros individuales,2018,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/55365052765c4b319063de05a9221df4/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/55365052765c4b319063de05a9221df4/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/55365052765c4b319063de05a9221df4/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/55365052765c4b319063de05a9221df4/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_LosLagos2018/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/55365052765c4b319063de05a9221df4_0
2020 - Ñuble - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/e03e3be3630343beb19f7ef417c50564/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/e03e3be3630343beb19f7ef417c50564/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/e03e3be3630343beb19f7ef417c50564/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/e03e3be3630343beb19f7ef417c50564/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_%C3%91uble2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/e03e3be3630343beb19f7ef417c50564_0
2018 - Tarapaca - Siniestros Individuales,Siniestros individuales,2018,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/b01b149142324cc78f3e15ddf010249b/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/b01b149142324cc78f3e15ddf010249b/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/b01b149142324cc78f3e15ddf010249b/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/b01b149142324cc78f3e15ddf010249b/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoTarapaca2018/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/b01b149142324cc78f3e15ddf010249b_0
2020 - Tarapaca - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/dfea0ebe559b422cbc8700ceca5a0752/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/dfea0ebe559b422cbc8700ceca5a0752/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/dfea0ebe559b422cbc8700ceca5a0752/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/dfea0ebe559b422cbc8700ceca5a0752/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoTarapaca2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/dfea0ebe559b422cbc8700ceca5a0752_0
2018 - Metropolitana - Siniestros Individuales,Siniestros individuales,2018,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3a084373b58b45d0ae01d9c14a231cf8/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3a084373b58b45d0ae01d9c14a231cf8/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3a084373b58b45d0ae01d9c14a231cf8/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3a084373b58b45d0ae01d9c14a231cf8/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/SiniestrosRM2018/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/3a084373b58b45d0ae01d9c14a231cf8_0
2020 - Metropolitana - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/213520f62eb443dd9bdc3398c617a811/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/213520f62eb443dd9bdc3398c617a811/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/213520f62eb443dd9bdc3398c617a811/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/213520f62eb443dd9bdc3398c617a811/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/SiniestrosRM2020_final/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/213520f62eb443dd9bdc3398c617a811_0
2018 - Valparaíso - Siniestros Individuales,Siniestros individuales,2018,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/7a8dc3e80a674553af4f018736fad72c/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/7a8dc3e80a674553af4f018736fad72c/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/7a8dc3e80a674553af4f018736fad72c/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/7a8dc3e80a674553af4f018736fad72c/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Valpo2018/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/7a8dc3e80a674553af4f018736fad72c_0
2020 - Valparaíso - Siniestros Individuales,Siniestros individuales,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/85a2c2cf0dda466aa11ad906e295f529/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/85a2c2cf0dda466aa11ad906e295f529/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/85a2c2cf0dda466aa11ad906e295f529/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/85a2c2cf0dda466aa11ad906e295f529/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_TransitoValpo2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/85a2c2cf0dda466aa11ad906e295f529_0
2021 - Antofagasta - Siniestros Individuales ,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/66fa006d1ea04129965d500b82247352/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/66fa006d1ea04129965d500b82247352/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/66fa006d1ea04129965d500b82247352/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/66fa006d1ea04129965d500b82247352/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Antofagasta2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/66fa006d1ea04129965d500b82247352_0
2021 - Araucania - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/13c978027c6c465f90405d6054e8bb71/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/13c978027c6c465f90405d6054e8bb71/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/13c978027c6c465f90405d6054e8bb71/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/13c978027c6c465f90405d6054e8bb71/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Araucan%C3%ADa2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/13c978027c6c465f90405d6054e8bb71_0
2021 - Arica y Parinacota - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c69bf1008fcf428abf682625c220270d/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c69bf1008fcf428abf682625c220270d/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c69bf1008fcf428abf682625c220270d/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c69bf1008fcf428abf682625c220270d/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_AricayParinacota2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/c69bf1008fcf428abf682625c220270d_0
2021 - Atacama - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/90d9caf87b364f9e970dfa83db8917d3/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/90d9caf87b364f9e970dfa83db8917d3/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/90d9caf87b364f9e970dfa83db8917d3/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/90d9caf87b364f9e970dfa83db8917d3/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Atacama2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/90d9caf87b364f9e970dfa83db8917d3_0
2021 - Aysén del General Carlos Ibañez del Campo - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/358c9ec5d48b4d72bdf490c41ee73bd6/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/358c9ec5d48b4d72bdf490c41ee73bd6/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/358c9ec5d48b4d72bdf490c41ee73bd6/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/358c9ec5d48b4d72bdf490c41ee73bd6/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Aysen2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/358c9ec5d48b4d72bdf490c41ee73bd6_0
2021 - Biobío - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/201351c0724e4ea48057974fb36eef24/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/201351c0724e4ea48057974fb36eef24/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/201351c0724e4ea48057974fb36eef24/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/201351c0724e4ea48057974fb36eef24/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Biobio2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/201351c0724e4ea48057974fb36eef24_0
2021 - Coquimbo - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/09f7c182ec4447f8af07f7d5e4d8a9d2/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/09f7c182ec4447f8af07f7d5e4d8a9d2/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/09f7c182ec4447f8af07f7d5e4d8a9d2/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/09f7c182ec4447f8af07f7d5e4d8a9d2/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_Coquimbo2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/09f7c182ec4447f8af07f7d5e4d8a9d2_0
2021 - Libertador Bernardo O'higgins - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8f5d075f1f954576bd61ddc0234ce631/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8f5d075f1f954576bd61ddc0234ce631/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8f5d075f1f954576bd61ddc0234ce631/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8f5d075f1f954576bd61ddc0234ce631/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_LBOhiggins2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/8f5d075f1f954576bd61ddc0234ce631_0
2021 - Los Lagos - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d121fc0189a84d0f93958047808306ca/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d121fc0189a84d0f93958047808306ca/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d121fc0189a84d0f93958047808306ca/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d121fc0189a84d0f93958047808306ca/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_LosLagos2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/d121fc0189a84d0f93958047808306ca_0
2021 - Los Ríos - Siniestros Individuales,Siniestros individuales,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/0cea2dacced04c13809acf18b976c2bc/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/0cea2dacced04c13809acf18b976c2bc/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/0cea2dacced04c13809acf18b976c2bc/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/0cea2dacced04c13809acf18b976c2bc/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_LosRios2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/0cea2dacced04c13809acf18b976c2bc_0
