title,theme,year,shp_zip,geojson,csv,kml,rest,landing
Siniestros con participación de bicicletas 2023,Siniestros bicicletas,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3a172ce7d9af4c49bbc528f23a43606a/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3a172ce7d9af4c49bbc528f23a43606a/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3a172ce7d9af4c49bbc528f23a43606a/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3a172ce7d9af4c49bbc528f23a43606a/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Bici_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/3a172ce7d9af4c49bbc528f23a43606a_0
Siniestros con participación de bicicletas 2022,Siniestros bicicletas,2022,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ef3fa81e11c54baa967988717b86842e/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ef3fa81e11c54baa967988717b86842e/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ef3fa81e11c54baa967988717b86842e/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ef3fa81e11c54baa967988717b86842e/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Bici_2022/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/ef3fa81e11c54baa967988717b86842e_0
Siniestros con participación de bicicletas 2021,Siniestros bicicletas,2021,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/02e4a24c1def44218ada747df90f5dfc/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/02e4a24c1def44218ada747df90f5dfc/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/02e4a24c1def44218ada747df90f5dfc/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/02e4a24c1def44218ada747df90f5dfc/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Bici_2021/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/02e4a24c1def44218ada747df90f5dfc_0
Siniestros con participación de bicicletas 2020,Siniestros bicicletas,2020,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3c4df52dec634850a48e1c06b1c1b816/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3c4df52dec634850a48e1c06b1c1b816/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3c4df52dec634850a48e1c06b1c1b816/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3c4df52dec634850a48e1c06b1c1b816/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Bici_2020/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/3c4df52dec634850a48e1c06b1c1b816_0
Siniestros urbanos Arica y Parinacota 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/17438ce9a75b418391e094718c5528d0/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/17438ce9a75b418391e094718c5528d0/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/17438ce9a75b418391e094718c5528d0/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/17438ce9a75b418391e094718c5528d0/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Arica_y_Parinacota/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/17438ce9a75b418391e094718c5528d0_0
Siniestros urbanos Aysen 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/9df4dc60ef8d46d5bbac6013cbb539be/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/9df4dc60ef8d46d5bbac6013cbb539be/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/9df4dc60ef8d46d5bbac6013cbb539be/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/9df4dc60ef8d46d5bbac6013cbb539be/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Aysen/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/9df4dc60ef8d46d5bbac6013cbb539be_0
Siniestros urbanos biobio 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ebd5052827294c68bf1f3e13f45f92b7/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ebd5052827294c68bf1f3e13f45f92b7/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ebd5052827294c68bf1f3e13f45f92b7/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ebd5052827294c68bf1f3e13f45f92b7/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_biobio/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/ebd5052827294c68bf1f3e13f45f92b7_0
Siniestros urbanos Coquimbo 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d547ce743bc14a5b892c680d971b9243/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d547ce743bc14a5b892c680d971b9243/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d547ce743bc14a5b892c680d971b9243/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d547ce743bc14a5b892c680d971b9243/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Coquimbo/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/d547ce743bc14a5b892c680d971b9243_0
Siniestros urbanos Los Rios 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/bec3e3b58444462f9074be55a52bf486/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/bec3e3b58444462f9074be55a52bf486/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/bec3e3b58444462f9074be55a52bf486/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/bec3e3b58444462f9074be55a52bf486/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Los_Rios/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/bec3e3b58444462f9074be55a52bf486_0
Siniestros urbanos Magallanes 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d20eb4ef5dc843bfbb43f67b49e01a3b/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d20eb4ef5dc843bfbb43f67b49e01a3b/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d20eb4ef5dc843bfbb43f67b49e01a3b/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d20eb4ef5dc843bfbb43f67b49e01a3b/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Magallanes/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/d20eb4ef5dc843bfbb43f67b49e01a3b_0
Siniestros urbanos Maule 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1dfa94776f9c4d03b8301c1d370bc1c1/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1dfa94776f9c4d03b8301c1d370bc1c1/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1dfa94776f9c4d03b8301c1d370bc1c1/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1dfa94776f9c4d03b8301c1d370bc1c1/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Maule/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/1dfa94776f9c4d03b8301c1d370bc1c1_0
Siniestros urbanos Ñuble 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ac2052771c3c4afcab8d9f01435e0e2b/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ac2052771c3c4afcab8d9f01435e0e2b/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ac2052771c3c4afcab8d9f01435e0e2b/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ac2052771c3c4afcab8d9f01435e0e2b/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_%C3%91uble/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/ac2052771c3c4afcab8d9f01435e0e2b_0
Siniestros urbanos Metropolitana 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/120356e90c6243c487e76077dfba2196/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/120356e90c6243c487e76077dfba2196/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/120356e90c6243c487e76077dfba2196/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/120356e90c6243c487e76077dfba2196/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Metropolitana/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/120356e90c6243c487e76077dfba2196_0
Siniestros urbanos Los Lagos 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/72906fce58134c3cb5482e6129a9ff31/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/72906fce58134c3cb5482e6129a9ff31/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/72906fce58134c3cb5482e6129a9ff31/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/72906fce58134c3cb5482e6129a9ff31/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Los_Lagos/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/72906fce58134c3cb5482e6129a9ff31_0
Siniestros urbanos Ohiggins 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/19415b3e92a241aea1ad79c57d1b9929/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/19415b3e92a241aea1ad79c57d1b9929/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/19415b3e92a241aea1ad79c57d1b9929/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/19415b3e92a241aea1ad79c57d1b9929/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Ohiggins/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/19415b3e92a241aea1ad79c57d1b9929_0
Siniestros urbanos Tarapaca 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/2fbe5896d3bb44e6b1f15b48432205ff/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/2fbe5896d3bb44e6b1f15b48432205ff/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/2fbe5896d3bb44e6b1f15b48432205ff/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/2fbe5896d3bb44e6b1f15b48432205ff/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Tarapaca/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/2fbe5896d3bb44e6b1f15b48432205ff_0
Siniestros urbanos Valparaiso 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c9dbdf54674840249b0e1c3b6b6553f1/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c9dbdf54674840249b0e1c3b6b6553f1/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c9dbdf54674840249b0e1c3b6b6553f1/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c9dbdf54674840249b0e1c3b6b6553f1/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Valparaiso/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/c9dbdf54674840249b0e1c3b6b6553f1_0
Siniestros urbanos La Araucania,Siniestros urbanos,,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/6369bd8688fc422d883afccc29620f95/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/6369bd8688fc422d883afccc29620f95/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/6369bd8688fc422d883afccc29620f95/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/6369bd8688fc422d883afccc29620f95/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_La_Araucania/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/6369bd8688fc422d883afccc29620f95_0
Siniestros urbanos Antofagasta 2024,Siniestros urbanos,2024,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ef2dd2baf41b4c71b81b5e2f87e7fb69/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ef2dd2baf41b4c71b81b5e2f87e7fb69/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ef2dd2baf41b4c71b81b5e2f87e7fb69/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/ef2dd2baf41b4c71b81b5e2f87e7fb69/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_urbanos_Antofagasta_2024/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/ef2dd2baf41b4c71b81b5e2f87e7fb69_0
"Siniestros de Tránsito en la Región de Bio Bío, 2015-2023",Siniestros transito region multianual,2023,,,,,https://conaset.maps.arcgis.com/apps/webappviewer/index.html?id=66da2ad459994fd68ccac6482d55edfa,https://mapas-conaset.opendata.arcgis.com/apps/66da2ad459994fd68ccac6482d55edfa
Siniestros de Tránsito en la Región de Valparaíso 2015-2023,Siniestros transito region multianual,2023,,,,,https://conaset.maps.arcgis.com/apps/webappviewer/index.html?id=5a0c7adf41cf49399b06040bece22a13,https://mapas-conaset.opendata.arcgis.com/apps/5a0c7adf41cf49399b06040bece22a13
Siniestros individuales REGION VALPARAISO 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/49d6f7b779334f70a1ca161811c52873/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/49d6f7b779334f70a1ca161811c52873/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/49d6f7b779334f70a1ca161811c52873/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/49d6f7b779334f70a1ca161811c52873/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_VALPARAISO_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/49d6f7b779334f70a1ca161811c52873_0
Siniestros individuales REGION TARAPACA 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3ff7109fa8644dd290069534c7efc61c/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3ff7109fa8644dd290069534c7efc61c/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3ff7109fa8644dd290069534c7efc61c/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/3ff7109fa8644dd290069534c7efc61c/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_TARAPACA_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/3ff7109fa8644dd290069534c7efc61c_0
Siniestros individuales REGION ÑUBLE 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/50f454589c894aac97f69bc8f4eb9f5b/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/50f454589c894aac97f69bc8f4eb9f5b/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/50f454589c894aac97f69bc8f4eb9f5b/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/50f454589c894aac97f69bc8f4eb9f5b/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_%C3%91UBLE_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/50f454589c894aac97f69bc8f4eb9f5b_0
Siniestros individuales REGION MAULE 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d67cb0bafee5437a88397e3be1c23004/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d67cb0bafee5437a88397e3be1c23004/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d67cb0bafee5437a88397e3be1c23004/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/d67cb0bafee5437a88397e3be1c23004/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_MAULE_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/d67cb0bafee5437a88397e3be1c23004_0
Siniestros individuales REGION MAGALLANES Y ANTARTICA CHILENA 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8583467baf344e2382a9795312ed45ec/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8583467baf344e2382a9795312ed45ec/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8583467baf344e2382a9795312ed45ec/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/8583467baf344e2382a9795312ed45ec/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_MAGALLANES_Y_ANTARTICA_CHILENA_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/8583467baf344e2382a9795312ed45ec_0
Siniestros individuales REGION LOS LAGOS 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/fdec6e7b11ea419fa76bbe7ba74aede3/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/fdec6e7b11ea419fa76bbe7ba74aede3/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/fdec6e7b11ea419fa76bbe7ba74aede3/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/fdec6e7b11ea419fa76bbe7ba74aede3/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/SIniestros_individuales_REGION_LOS_LAGOS_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/fdec6e7b11ea419fa76bbe7ba74aede3_0
Siniestros individuales REGION LIB B OHIGGINS 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/01b2abc6c8924b82a3beb55aec39b4a4/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/01b2abc6c8924b82a3beb55aec39b4a4/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/01b2abc6c8924b82a3beb55aec39b4a4/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/01b2abc6c8924b82a3beb55aec39b4a4/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_LIB_B_OHIGGINS_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/01b2abc6c8924b82a3beb55aec39b4a4_0
Siniestros individuales REGION DE LOS RIOS 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c7d0757ea336400ab841b348934001fd/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c7d0757ea336400ab841b348934001fd/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c7d0757ea336400ab841b348934001fd/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/c7d0757ea336400ab841b348934001fd/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_DE_LOS_RIOS_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/c7d0757ea336400ab841b348934001fd_0
Siniestros individuales REGION COQUIMBO 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/0afcb687e0a44a5b998b118ae9c1d603/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/0afcb687e0a44a5b998b118ae9c1d603/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/0afcb687e0a44a5b998b118ae9c1d603/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/0afcb687e0a44a5b998b118ae9c1d603/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_COQUIMBO_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/0afcb687e0a44a5b998b118ae9c1d603_0
SIniestros individuales REGION DEL BIO BIO 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1a7204b9977647b79f6a286e2a03f302/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1a7204b9977647b79f6a286e2a03f302/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1a7204b9977647b79f6a286e2a03f302/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1a7204b9977647b79f6a286e2a03f302/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/SIniestros_individuales_REGION_DEL_BIO_BIO_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/1a7204b9977647b79f6a286e2a03f302_0
Siniestros individuales REGION AYSEN DEL GRL  CARLOS IBAÑEZ DEL CAMPO 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/69d4ad1c6c5f4277b45a9daa33bc330a/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/69d4ad1c6c5f4277b45a9daa33bc330a/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/69d4ad1c6c5f4277b45a9daa33bc330a/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/69d4ad1c6c5f4277b45a9daa33bc330a/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_AYSEN_DEL_GRL__CARLOS_IBA%C3%91EZ_DEL_CAMPO_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/69d4ad1c6c5f4277b45a9daa33bc330a_0
Siniestros individuales REGION ATACAMA 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1da8159c840b444a82275278d6a61c3a/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1da8159c840b444a82275278d6a61c3a/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1da8159c840b444a82275278d6a61c3a/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/1da8159c840b444a82275278d6a61c3a/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/REGION_ATACAMA/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/1da8159c840b444a82275278d6a61c3a_0
Siniestros individuales REGION LA ARAUCANIA 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/fb67bbc24c504ebeaf4549a52aec0a1e/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/fb67bbc24c504ebeaf4549a52aec0a1e/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/fb67bbc24c504ebeaf4549a52aec0a1e/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/fb67bbc24c504ebeaf4549a52aec0a1e/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_LA_ARAUCANIA_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/fb67bbc24c504ebeaf4549a52aec0a1e_0
Siniestros individuales REGION ANTOFAGASTA 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/995b2258a5ae49bab02ba26d33fb3efc/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/995b2258a5ae49bab02ba26d33fb3efc/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/995b2258a5ae49bab02ba26d33fb3efc/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/995b2258a5ae49bab02ba26d33fb3efc/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_ANTOFAGASTA_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/995b2258a5ae49bab02ba26d33fb3efc_0
Siniestros individuales REGION ARICA Y PARINACOTA 2023,Siniestros individuales,2023,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/b59230f63d014f4ca0b7b1abb96f2807/shapefile?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/b59230f63d014f4ca0b7b1abb96f2807/geojson?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/b59230f63d014f4ca0b7b1abb96f2807/csv?layers=0,https://mapas-conaset.opendata.arcgis.com/api/download/v1/items/b59230f63d014f4ca0b7b1abb96f2807/kml?layers=0,https://services3.arcgis.com/vaJl1B5HEzZj7154/arcgis/rest/services/Siniestros_individuales_REGION_ARICA_Y_PARINACOTA_2023/FeatureServer/0,https://mapas-conaset.opendata.arcgis.com/datasets/b59230f63d014f4ca0b7b1abb96f2807_0
